"diplome_r","Delai_r","sexe_r","StatutP_r","StatutM_r","Conseil_r","Diff2_r","Exppro_r","Abs1_r","Abs2_r"
"Aucun","Facile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",0,2,NA
"Aucun","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",0,37,NA
"Aucun","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",0,41,41
"Aucun","Dificile","Femme","ouvrir","ouvrir","aucun","Tres dificile",2,NA,NA
"Aucun","Dificile","Homme","employe","employe","aucun","Plutot dificile",5,2,28
"BAC","Facile","Homme","ouvrir","NSP","aucun","Plutot dificile",2,6,16
"Aucun","Dificile","Homme",NA,"employe","aucun","Plutot facile",3,NA,NA
"BAC","Facile","Homme","ing-cadre-prof_lib","ouvrir","aucun","Plutot facile",0,0,32
"CAP","Dificile","Homme","employe","employe","aucun","Plutot dificile",0,0,NA
"BAC","Dificile","Femme","ouvrir","employe","aucun","Plutot facile",4,3,NA
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",6,5,7
"CAP","Facile","Homme","employe","employe","aucun","Plutot dificile",4,1,7
"BAC","Facile","Homme",NA,"ouvrir","aucun","Tres dificile",0,7,36
"BAC","Facile","Homme","ouvrir","employe","aucun","Plutot facile",0,0,NA
"Aucun","Dificile","Femme","artis-commerc","employe","aucun","Tres dificile",0,5,NA
"CAP","Facile","Homme","NSP","NSP","aucun","Plutot dificile",2,4,NA
"BAC","Facile","Homme","prof_interm","ing-cadre-prof_lib","plusieurs","Plutot dificile",0,1,13
"BAC","Facile","Femme","NSP","NSP","aucun","Tres facile",0,2,2
"BAC","Facile","Femme","employe","employe","aucun","Plutot facile",4,1,39
"Aucun","Dificile","Homme","ouvrir",NA,"aucun","Plutot dificile",0,7,7
"BAC","Facile","Femme","employe",NA,"aucun","Plutot facile",3,12,14
"BAC","Facile","Homme","employe","employe","aucun","Plutot facile",1,4,29
"BAC","Dificile","Femme",NA,"ouvrir","aucun","Plutot dificile",3,0,72
"BAC+2","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",2,60,72
"BAC","Dificile","Homme","ouvrir","employe","aucun","Tres dificile",4,15,NA
"BAC","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot facile",2,15,NA
"BAC+2","Dificile","Femme","ouvrir","agric","aucun","Plutot facile",6,26,NA
"Aucun","Dificile","Homme","ouvrir","employe","aucun","Tres dificile",1,51,NA
"CAP","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",0,9,81
"CAP","Dificile","Femme","artis-commerc",NA,"aucun","Plutot facile",0,49,49
"CAP","Dificile","Femme","artis-commerc","artis-commerc","plusieurs","Tres dificile",2,16,16
"BAC","Dificile","Femme","employe","ing-cadre-prof_lib","aucun","Tres dificile",0,NA,NA
"BAC","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",0,4,72
"CAP","Facile","Homme","employe","employe","aucun","Plutot facile",6,18,56
"CAP","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",0,0,12
"Aucun","Dificile","Femme","NSP","NSP","un","Plutot facile",0,NA,NA
"BAC","Dificile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Plutot dificile",2,0,NA
"CAP","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",0,2,67
"CAP","Facile","Homme","prof_interm","employe","aucun","Plutot facile",3,3,20
"CAP","Dificile","Femme","ouvrir","employe","plusieurs","Plutot facile",3,84,84
"BAC+2","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",2,4,NA
"CAP","Dificile","Femme","NSP","employe","aucun","Tres dificile",0,9,9
"BAC","Facile","Homme",NA,"employe","un","Plutot facile",4,15,NA
"BAC+2","Dificile","Homme","ouvrir","employe","un","Tres dificile",0,13,NA
"BAC+2","Facile","Femme",NA,NA,"aucun","Plutot facile",2,0,16
"BAC+2","Facile","Femme","ouvrir","prof_interm","aucun","Plutot facile",1,2,26
"BAC","Facile","Femme","ing-cadre-prof_lib","artis-commerc","aucun","Plutot facile",2,0,9
"CAP","Dificile","Homme",NA,"ouvrir","aucun","Plutot dificile",3,22,NA
"BAC","Facile","Femme",NA,"employe","aucun","Plutot facile",0,0,36
"BAC","Facile","Homme","prof_interm","prof_interm","aucun","Plutot facile",0,0,11
"CAP","Facile","Homme","employe","employe","aucun","Tres dificile",0,0,NA
"BAC","Dificile","Homme","ing-cadre-prof_lib","ouvrir","aucun","Plutot dificile",0,6,NA
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",3,4,4
"CAP","Facile","Femme","agric","employe","un","Plutot facile",1,2,17
"Aucun","Dificile","Homme","employe","employe","aucun","Plutot facile",0,3,NA
"Aucun","Dificile","Femme","employe","employe","aucun","Plutot facile",0,16,34
"Aucun","Dificile","Homme","prof_interm","employe","aucun","Tres dificile",3,2,28
"CAP","Dificile","Femme","artis-commerc",NA,"aucun","Tres dificile",2,20,60
"BAC","Dificile","Femme","employe","employe","aucun","Plutot facile",4,0,NA
"Aucun","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",0,1,9
"BAC","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot facile",1,NA,NA
"Aucun","Dificile","Homme",NA,"employe","aucun","Plutot dificile",0,18,18
"BAC","Facile","Homme","employe","ouvrir","aucun","Plutot dificile",0,0,NA
"CAP","Facile","Homme",NA,"employe","aucun","Plutot dificile",4,0,12
"BAC","Facile","Homme","ouvrir","artis-commerc","aucun","Plutot facile",1,0,26
"BAC","Facile","Femme",NA,"artis-commerc","plusieurs","Plutot dificile",6,10,NA
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",0,2,25
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",0,0,54
"Aucun","Dificile","Homme","ouvrir","employe","aucun","Plutot dificile",0,23,NA
"BAC","Dificile","Femme","prof_interm","ouvrir","aucun","Plutot facile",0,0,0
"BAC+2","Dificile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot dificile",1,0,28
"BAC","Facile","Femme","NSP","ouvrir","un","Plutot facile",0,2,50
"BAC+2","Facile","Homme","prof_interm","prof_interm","aucun","Tres dificile",2,0,0
"BAC","Dificile","Homme","artis-commerc","employe","aucun","Plutot facile",1,19,19
"BAC+2","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",3,5,35
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",2,7,12
"BAC+2","Facile","Homme","prof_interm","ouvrir","aucun","Plutot dificile",5,2,28
"BAC","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres facile",3,2,64
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",1,7,27
"BAC+2","Dificile","Femme","employe","employe","aucun","Plutot facile",2,NA,NA
"Aucun","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",0,4,56
"Aucun","Facile","Homme","agric","employe","un","Plutot facile",0,2,65
"BAC","Dificile","Femme","employe","employe","aucun","Plutot facile",0,3,5
"Aucun","Facile","Homme","ing-cadre-prof_lib","ouvrir","un","Plutot dificile",0,0,0
"Aucun","Dificile","Femme",NA,"employe","aucun","Plutot facile",0,NA,NA
"CAP","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",0,29,31
"CAP","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",2,0,78
"CAP","Dificile","Homme",NA,"NSP","aucun","Plutot dificile",5,10,63
"CAP","Facile","Homme","employe","ouvrir","aucun","Plutot facile",0,2,8
"BAC","Facile","Homme","employe","employe","un","Plutot dificile",2,3,53
"BAC","Dificile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",0,0,74
"CAP","Facile","Homme","ouvrir","prof_interm","aucun","Plutot facile",2,0,74
"BAC","Facile","Femme",NA,"ouvrir","un","Plutot facile",2,0,NA
"BAC","Dificile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",0,0,NA
"BAC","Facile","Homme","ouvrir",NA,"aucun","Plutot facile",6,1,NA
"BAC","Dificile","Femme","artis-commerc",NA,"aucun","Tres dificile",3,64,64
"BAC+2","Facile","Homme","artis-commerc","NSP","aucun","Tres facile",3,2,23
"BAC","Facile","Homme","artis-commerc","employe","aucun","Plutot dificile",4,2,26
"BAC+2","Dificile","Femme","prof_interm","employe","aucun","Plutot dificile",0,12,39
"BAC+2","Facile","Homme","prof_interm","employe","aucun","Plutot facile",2,0,15
"BAC","Facile","Homme","ouvrir","prof_interm","aucun","Plutot facile",0,0,90
"CAP","Dificile","Homme","employe","employe","aucun","Tres dificile",4,NA,NA
"CAP","Dificile","Femme",NA,"employe","aucun","Plutot dificile",1,48,74
"BAC+2","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",2,2,30
"BAC","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",0,0,0
"BAC+2","Facile","Femme","artis-commerc","ouvrir","aucun","Plutot facile",2,0,0
"BAC","Facile","Homme","NSP","employe","aucun","Plutot dificile",3,0,NA
"BAC+2","Facile","Homme","prof_interm","prof_interm","aucun","Plutot dificile",1,1,24
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Plutot facile",1,0,13
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",2,1,17
"BAC","Facile","Homme","ouvrir","employe","aucun","Plutot facile",2,0,34
"BAC","Facile","Femme","ouvrir",NA,"aucun","Plutot dificile",5,2,20
"BAC","Facile","Homme","employe","employe","aucun","Plutot dificile",3,17,18
"BAC+2","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",3,6,43
"BAC","Dificile","Femme","artis-commerc","employe","aucun","Plutot dificile",0,13,NA
"BAC","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",4,2,2
"Aucun","Facile","Homme","prof_interm","employe","aucun","Tres dificile",0,0,52
"Aucun","Facile","Homme","agric",NA,"aucun","Plutot facile",0,18,NA
"Aucun","Facile","Homme","ouvrir","ouvrir","un","Plutot facile",0,2,70
"Aucun","Dificile","Homme","NSP","artis-commerc","un","Tres dificile",1,83,NA
"CAP","Facile","Femme","employe","artis-commerc","aucun","Plutot facile",0,5,NA
"CAP","Dificile","Femme","employe","employe","aucun","Tres facile",3,13,51
"Aucun","Dificile","Homme","employe","employe","aucun","Tres dificile",0,16,NA
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",5,4,52
"CAP","Facile","Femme","prof_interm","employe","aucun","Plutot facile",0,5,5
"BAC","Facile","Femme","employe","employe","aucun","Plutot facile",0,3,16
"CAP","Dificile","Homme","ing-cadre-prof_lib","NSP","aucun","Plutot facile",0,NA,NA
"Aucun","Facile","Homme","artis-commerc","artis-commerc","un","Plutot facile",0,0,2
"BAC","Facile","Femme","prof_interm",NA,"aucun","Plutot facile",0,0,24
"BAC+2","Facile","Homme","NSP","NSP","aucun","Plutot dificile",4,8,8
"BAC+2","Dificile","Homme","prof_interm","prof_interm","aucun","Plutot facile",1,2,75
"CAP","Facile","Homme","artis-commerc","employe","plusieurs","Plutot dificile",2,0,0
"BAC","Dificile","Femme","prof_interm","employe","aucun","Plutot dificile",5,0,68
"BAC","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",2,0,4
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot dificile",1,7,58
"BAC+2","Dificile","Homme","employe","prof_interm","aucun","Plutot facile",2,6,6
"BAC+2","Facile","Homme","prof_interm","employe","aucun","Plutot dificile",3,5,8
"BAC+2","Facile","Homme","ouvrir","ouvrir","aucun","Tres dificile",1,0,10
"CAP","Dificile","Homme","ouvrir","employe","aucun","Plutot dificile",0,10,NA
"Aucun","Dificile","Femme","employe","employe","aucun","Plutot facile",0,38,74
"Aucun","Dificile","Homme","prof_interm","employe","aucun","Tres dificile",0,70,NA
"Aucun","Facile","Femme","ouvrir","employe","aucun","Plutot facile",2,8,NA
"BAC","Dificile","Femme","ouvrir","ing-cadre-prof_lib","aucun","Plutot dificile",0,12,12
"CAP","Facile","Homme","ouvrir","employe","aucun","Plutot facile",0,3,25
"BAC","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",0,4,84
"CAP","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",0,0,NA
"BAC","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",1,0,53
"BAC","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",1,24,NA
"BAC","Facile","Femme","artis-commerc","employe","aucun","Plutot dificile",3,3,51
"BAC","Dificile","Homme","prof_interm","NSP","aucun","Plutot dificile",4,43,NA
"CAP","Dificile","Femme","employe","employe","aucun","Plutot facile",4,8,32
"BAC","Facile","Homme","ouvrir","employe","aucun","Plutot facile",4,0,18
"BAC+2","Facile","Homme","prof_interm","NSP","aucun","Plutot facile",2,4,8
"BAC+2","Dificile","Femme","ing-cadre-prof_lib","ouvrir","un","Plutot facile",2,2,74
"BAC+2","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",1,0,29
"BAC+2","Facile","Femme",NA,"ouvrir","un","Plutot dificile",0,6,28
"BAC+2","Facile","Homme","artis-commerc","employe","aucun","Tres dificile",0,0,20
"BAC","Facile","Homme","prof_interm","employe","aucun","Plutot dificile",0,1,11
"Aucun","Facile","Homme","employe","employe","aucun","Plutot facile",0,2,58
"CAP","Dificile","Femme","employe","employe","aucun","Plutot dificile",4,0,NA
"CAP","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",0,18,54
"CAP","Dificile","Homme","ing-cadre-prof_lib","NSP","aucun","Tres facile",0,60,60
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",6,0,18
"BAC","Facile","Femme","artis-commerc","employe","aucun","Plutot dificile",0,2,16
"CAP","Dificile","Homme","employe","employe","aucun","Plutot facile",0,4,NA
"CAP","Dificile","Homme","NSP","ing-cadre-prof_lib","aucun","Plutot facile",2,10,28
"BAC","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",0,3,39
"BAC","Facile","Homme","agric","agric","aucun","Plutot facile",4,0,19
"Aucun","Facile","Femme","ouvrir","ouvrir","plusieurs","Plutot dificile",0,0,2
"BAC","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",0,1,NA
"BAC","Facile","Homme","NSP","employe","aucun","Plutot dificile",3,0,0
"BAC","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",0,0,74
"BAC+2","Facile","Femme","artis-commerc","artis-commerc","aucun","Plutot facile",2,3,26
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",3,0,0
"BAC","Dificile","Homme","artis-commerc","employe","plusieurs","Plutot dificile",6,0,31
"BAC","Dificile","Homme","employe","employe","aucun","Plutot dificile",0,8,56
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",0,5,71
"BAC+2","Dificile","Homme","artis-commerc","employe","aucun","Plutot dificile",1,34,34
"BAC+2","Dificile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",2,16,NA
"BAC","Facile","Femme","agric","employe","aucun","Plutot dificile",2,4,NA
"BAC","Facile","Femme","artis-commerc","employe","aucun","Plutot dificile",3,0,0
"BAC","Facile","Homme","artis-commerc","employe","aucun","Plutot dificile",2,3,3
"BAC+2","Facile","Homme",NA,"employe","aucun","Plutot facile",5,0,11
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",1,4,4
"Aucun","Dificile","Homme","employe",NA,"aucun","Plutot facile",0,73,87
"Aucun","Facile","Homme","NSP","NSP","un","Plutot facile",0,2,62
"Aucun","Dificile","Femme","employe","artis-commerc","aucun","Plutot dificile",1,33,NA
"CAP","Facile","Femme",NA,"employe","aucun","Plutot facile",3,3,7
"CAP","Facile","Femme",NA,NA,"aucun","Plutot facile",1,2,2
"BAC","Facile","Homme","ouvrir","ing-cadre-prof_lib","aucun","Plutot dificile",0,0,50
"CAP","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",4,0,12
"BAC","Facile","Femme",NA,"employe","aucun","Plutot facile",5,0,0
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",3,0,54
"BAC","Facile","Homme","ouvrir","ing-cadre-prof_lib","un","Plutot facile",6,7,7
"BAC","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",0,0,NA
"BAC","Facile","Homme","ing-cadre-prof_lib","NSP","aucun","Plutot facile",1,2,2
"BAC+2","Facile","Femme","prof_interm","ouvrir","aucun","Plutot facile",3,0,11
"BAC+2","Facile","Femme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",2,0,36
"BAC+2","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",2,1,1
"BAC+2","Facile","Homme","ouvrir",NA,"aucun","Plutot dificile",3,0,0
"CAP","Dificile","Homme","NSP","employe","aucun","Plutot dificile",2,NA,NA
"Aucun","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",0,14,49
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",0,14,14
"CAP","Dificile","Homme","ouvrir",NA,"aucun","Plutot facile",5,13,NA
"BAC","Dificile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",0,NA,NA
"BAC","Dificile","Femme","ouvrir","employe","un","Plutot facile",0,9,9
"Aucun","Dificile","Femme","ouvrir","employe","aucun","Plutot facile",0,8,NA
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",6,2,16
"BAC","Facile","Femme","ouvrir",NA,"aucun","Tres facile",4,0,3
"BAC","Facile","Femme","ouvrir",NA,"aucun","Tres dificile",2,0,48
"BAC","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",2,10,42
"BAC","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot facile",2,78,NA
"BAC+2","Facile","Femme","ouvrir","employe","un","Plutot facile",2,0,18
"BAC+2","Dificile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot dificile",0,51,NA
"BAC+2","Facile","Homme","prof_interm","employe","aucun","Plutot dificile",2,2,50
"CAP","Facile","Femme",NA,NA,"aucun","Plutot facile",0,0,NA
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot dificile",2,3,17
"BAC+2","Facile","Femme","ouvrir","ing-cadre-prof_lib","aucun","Plutot facile",1,2,31
"Aucun","Dificile","Femme","agric","employe","aucun","Plutot facile",0,24,NA
"Aucun","Facile","Femme","artis-commerc","employe","un","Plutot facile",0,2,NA
"BAC","Dificile","Femme","ouvrir",NA,"aucun","Plutot facile",3,4,31
"CAP","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Tres facile",1,0,NA
"CAP","Dificile","Homme","NSP","NSP","aucun","Plutot dificile",1,42,NA
"BAC","Facile","Femme","ouvrir","employe","aucun","Plutot facile",0,12,62
"BAC","Facile","Homme","artis-commerc","ouvrir","aucun","Tres dificile",0,2,76
"Aucun","Dificile","Homme","employe","employe","aucun","Plutot dificile",0,6,NA
"CAP","Dificile","Femme","prof_interm","employe","aucun","Plutot dificile",0,3,36
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",5,0,7
"BAC+2","Dificile","Femme","NSP",NA,"aucun","Plutot dificile",1,43,64
"BAC","Dificile","Homme","ouvrir","artis-commerc","aucun","Plutot dificile",2,26,NA
"BAC+2","Dificile","Femme","prof_interm","employe","plusieurs","Plutot facile",2,64,83
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot dificile",1,15,15
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot facile",2,4,5
"BAC+2","Facile","Homme","NSP","ouvrir","aucun","Plutot dificile",2,3,NA
"BAC","Facile","Homme","employe","prof_interm","aucun","Plutot dificile",4,5,5
"BAC+2","Facile","Femme","NSP","employe","aucun","Plutot dificile",1,3,42
"BAC","Facile","Femme","prof_interm",NA,"aucun","Plutot facile",0,0,2
"CAP","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot facile",2,5,47
"CAP","Dificile","Femme","ouvrir","NSP","aucun","Plutot facile",0,43,43
"Aucun","Dificile","Femme","NSP","employe","aucun","Plutot dificile",0,34,34
"Aucun","Dificile","Homme","agric","prof_interm","aucun","Plutot facile",0,NA,NA
"CAP","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",6,2,2
"BAC","Dificile","Femme","prof_interm","employe","un","Plutot facile",0,2,49
"CAP","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",3,3,3
"BAC","Facile","Femme","prof_interm","employe","aucun","Plutot dificile",0,0,28
"BAC","Dificile","Homme","artis-commerc","employe","aucun","Plutot dificile",0,0,56
"Aucun","Dificile","Homme","employe","employe","aucun","Plutot dificile",2,44,44
"CAP","Facile","Homme","ouvrir",NA,"aucun","Tres facile",3,7,45
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",0,6,14
"Aucun","Facile","Femme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",0,1,1
"Aucun","Facile","Homme","employe","ouvrir","aucun","Plutot dificile",0,0,0
"BAC","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",0,1,26
"BAC","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",4,4,6
"CAP","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot dificile",0,0,0
"CAP","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",4,0,3
"BAC","Facile","Homme",NA,"ing-cadre-prof_lib","aucun","Plutot dificile",1,0,82
"Aucun","Dificile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",5,26,26
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",1,1,14
"Aucun","Dificile","Homme",NA,"artis-commerc","aucun","Tres dificile",0,11,90
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot facile",1,0,75
"BAC+2","Facile","Homme","prof_interm","prof_interm","aucun","Plutot facile",0,5,5
"BAC","Dificile","Homme","artis-commerc","employe","aucun","Plutot dificile",1,75,NA
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot facile",3,3,33
"BAC","Dificile","Homme","ouvrir","employe","aucun","Tres dificile",0,NA,NA
"BAC+2","Facile","Homme","employe","employe","aucun","Tres facile",2,5,5
"BAC","Dificile","Femme","ouvrir",NA,"aucun","Plutot dificile",5,14,NA
"BAC","Facile","Homme","ouvrir","employe","aucun","Plutot dificile",3,2,NA
"BAC+2","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",2,23,NA
"BAC+2","Dificile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",1,7,12
"BAC","Dificile","Homme","ouvrir","ouvrir","aucun","Tres dificile",4,21,50
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Plutot facile",1,0,54
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot facile",1,10,81
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Tres dificile",1,0,NA
"BAC","Facile","Femme","ouvrir",NA,"aucun","Plutot facile",6,0,10
"BAC","Facile","Femme","ouvrir","prof_interm","aucun","Plutot facile",2,0,17
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",0,0,NA
"Aucun","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",0,55,NA
"Aucun","Dificile","Femme","employe",NA,"aucun","Plutot dificile",1,63,66
"CAP","Dificile","Homme","ing-cadre-prof_lib",NA,"aucun","Tres dificile",2,2,NA
"Aucun","Dificile","Homme","employe","NSP","aucun","Plutot dificile",0,37,37
"BAC+2","Facile","Homme",NA,"ouvrir","aucun","Plutot dificile",1,9,14
"Aucun","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",0,NA,NA
"Aucun","Dificile","Homme","employe","NSP","aucun","Plutot dificile",2,0,49
"Aucun","Dificile","Homme","artis-commerc","employe","aucun","Plutot facile",0,5,NA
"CAP","Dificile","Femme","employe","employe","aucun","Plutot dificile",1,46,NA
"Aucun","Dificile","Homme","ouvrir",NA,"aucun","Plutot dificile",1,55,NA
"CAP","Dificile","Homme",NA,"employe","aucun","Plutot facile",1,25,NA
"CAP","Dificile","Femme","employe","employe","aucun","Tres dificile",0,NA,NA
"Aucun","Dificile","Homme","employe","NSP","aucun","Plutot dificile",0,70,NA
"BAC","Dificile","Femme","ing-cadre-prof_lib","employe","un","Tres dificile",0,0,0
"BAC","Facile","Femme","employe","employe","aucun","Plutot dificile",0,3,3
"CAP","Facile","Homme","employe","employe","aucun","Plutot facile",1,5,29
"CAP","Dificile","Femme","employe","employe","aucun","Plutot dificile",0,0,65
"Aucun","Dificile","Femme","ouvrir","employe","aucun","Tres dificile",0,5,64
"BAC","Facile","Homme","employe","ouvrir","aucun","Tres facile",6,2,2
"BAC","Dificile","Femme","employe","employe","un","Plutot facile",4,5,35
"BAC","Facile","Homme","prof_interm","employe","aucun","Plutot facile",6,1,29
"BAC","Dificile","Femme","ouvrir","NSP","aucun","Tres dificile",2,9,NA
"CAP","Facile","Femme","employe","employe","aucun","Plutot dificile",0,2,38
"BAC","Facile","Homme","ouvrir",NA,"aucun","Plutot dificile",3,4,73
"Aucun","Dificile","Femme","employe",NA,"aucun","Plutot dificile",0,43,54
"BAC","Dificile","Homme","prof_interm",NA,"aucun","Tres dificile",4,22,26
"BAC","Facile","Femme","prof_interm","ouvrir","aucun","Plutot facile",0,12,23
"BAC","Facile","Femme","ouvrir","employe","aucun","Plutot facile",0,2,14
"BAC","Dificile","Femme","ouvrir","employe","aucun","Plutot facile",0,2,2
"BAC","Facile","Femme","prof_interm","ouvrir","aucun","Plutot dificile",0,7,NA
"CAP","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot facile",0,0,NA
"BAC","Facile","Homme","prof_interm","employe","plusieurs","Plutot dificile",0,0,74
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",2,2,NA
"CAP","Facile","Homme","NSP","employe","aucun","Plutot facile",0,0,0
"Aucun","Dificile","Femme","ouvrir","employe","aucun","Plutot facile",0,35,NA
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Tres facile",0,18,18
"BAC","Facile","Femme",NA,"NSP","aucun","Plutot facile",4,2,2
"BAC+2","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",2,3,60
"CAP","Dificile","Femme",NA,"employe","aucun","Plutot facile",0,5,NA
"CAP","Dificile","Femme","ouvrir",NA,"aucun","Plutot dificile",0,63,NA
"BAC","Dificile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",3,23,23
"BAC","Facile","Homme","ing-cadre-prof_lib","artis-commerc","aucun","Plutot dificile",3,9,9
"CAP","Dificile","Femme","employe",NA,"aucun","Plutot dificile",2,0,NA
"BAC","Dificile","Homme",NA,"NSP","aucun","Plutot facile",1,23,87
"BAC","Facile","Homme","employe","employe","aucun","Plutot facile",0,0,36
"BAC+2","Facile","Homme","ouvrir",NA,"un","Tres facile",6,1,10
"BAC","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",5,0,2
"BAC+2","Facile","Femme","employe",NA,"aucun","Plutot facile",0,0,0
"CAP","Dificile","Femme","employe","employe","aucun","Plutot dificile",3,0,17
"BAC","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot facile",2,6,26
"Aucun","Dificile","Homme","NSP","ouvrir","aucun","Plutot dificile",3,0,NA
"Aucun","Facile","Homme","employe","employe","aucun","Tres facile",0,2,54
"CAP","Facile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",1,0,41
