"diplome_r","Delai_r","sexe_r","StatutP_r","StatutM_r","Conseil_r","Diff2_r","Exppro_r","Abs1_r","Abs2_r"
"BAC+2","Facile","Femme","artis-commerc","employe","aucun","Plutot dificile",2,2,66
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot facile",4,0,0
"CAP","Facile","Homme","ing-cadre-prof_lib","NSP","aucun","Plutot dificile",1,2,2
"CAP","Dificile","Femme",NA,"ouvrir","aucun","Plutot dificile",0,59,86
"CAP","Facile","Femme","employe","employe","aucun","Plutot dificile",0,12,12
"CAP","Dificile","Femme","artis-commerc","employe","aucun","Plutot dificile",0,58,NA
"CAP","Dificile","Femme","employe","employe","aucun","Plutot dificile",4,10,16
"CAP","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",3,0,0
"CAP","Facile","Femme","prof_interm","prof_interm","aucun","Plutot dificile",0,0,67
"Aucun","Dificile","Homme","ing-cadre-prof_lib","ouvrir","aucun","Plutot dificile",0,16,NA
"Aucun","Dificile","Homme","employe","employe","aucun","Plutot facile",1,21,NA
"BAC","Dificile","Homme","employe","employe","aucun","Plutot dificile",3,2,NA
"CAP","Dificile","Femme","artis-commerc","NSP","aucun","Tres dificile",0,24,NA
"BAC","Facile","Homme","NSP","NSP","aucun","Plutot facile",1,8,NA
"BAC+2","Facile","Homme","employe","ing-cadre-prof_lib","aucun","Plutot facile",0,3,5
"Aucun","Dificile","Femme","ing-cadre-prof_lib","artis-commerc","aucun","Plutot facile",0,60,60
"BAC","Facile","Femme","ouvrir",NA,"aucun","Plutot dificile",3,5,11
"BAC","Facile","Homme","employe","prof_interm","aucun","Plutot dificile",3,3,17
"CAP","Facile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",4,4,15
"CAP","Dificile","Femme","prof_interm","employe","aucun","Plutot facile",2,2,NA
"BAC","Dificile","Femme","NSP","ouvrir","aucun","Tres dificile",0,6,6
"BAC+2","Facile","Homme","prof_interm","employe","aucun","Plutot facile",1,3,NA
"CAP","Dificile","Femme","NSP","NSP","aucun","Plutot dificile",0,NA,NA
"BAC","Facile","Femme",NA,"ouvrir","aucun","Plutot facile",3,2,49
"BAC+2","Facile","Femme",NA,"employe","aucun","Plutot facile",6,0,6
"BAC+2","Facile","Femme","artis-commerc","ouvrir","aucun","Plutot facile",2,9,11
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot dificile",2,2,NA
"BAC+2","Dificile","Femme","NSP",NA,"aucun","Plutot facile",1,19,NA
"BAC+2","Facile","Homme","employe","ing-cadre-prof_lib","aucun","Plutot dificile",2,3,62
"Aucun","Facile","Femme","employe",NA,"aucun","Plutot facile",0,3,30
"Aucun","Dificile","Homme",NA,"ouvrir","aucun","Tres dificile",0,2,NA
"Aucun","Dificile","Femme","employe","employe","aucun","Plutot facile",1,38,66
"Aucun","Facile","Homme","NSP","employe","aucun","Plutot facile",2,2,64
"Aucun","Dificile","Femme","employe","employe","un","Tres dificile",0,29,29
"BAC","Dificile","Femme","ouvrir","ing-cadre-prof_lib","un","Plutot facile",0,24,NA
"BAC","Facile","Homme","prof_interm","employe","aucun","Plutot facile",3,0,30
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",1,0,27
"BAC+2","Facile","Homme","prof_interm","ouvrir","aucun","Plutot dificile",2,7,67
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",1,0,31
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ouvrir","aucun","Plutot facile",3,0,NA
"BAC","Dificile","Femme","artis-commerc","artis-commerc","aucun","Plutot facile",0,3,NA
"CAP","Dificile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Tres dificile",2,75,75
"BAC","Facile","Homme","prof_interm","NSP","aucun","Plutot facile",4,1,1
"CAP","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",2,0,37
"Aucun","Dificile","Homme","ing-cadre-prof_lib","artis-commerc","aucun","Tres dificile",0,76,NA
"Aucun","Dificile","Femme","employe","employe","aucun","Plutot dificile",0,54,NA
"Aucun","Dificile","Femme","ouvrir","employe","aucun","Plutot facile",0,84,84
"BAC","Facile","Homme",NA,"artis-commerc","aucun","Plutot dificile",2,8,8
"Aucun","Dificile","Femme","employe","employe","aucun","Plutot facile",1,76,NA
"Aucun","Dificile","Homme","ouvrir","employe","aucun","Tres dificile",0,0,0
"CAP","Dificile","Homme","ouvrir","employe","aucun","Plutot facile",6,NA,NA
"Aucun","Dificile","Homme","NSP","ing-cadre-prof_lib","aucun","Plutot dificile",1,0,0
"CAP","Dificile","Femme","employe","prof_interm","aucun","Plutot facile",1,0,NA
"BAC","Dificile","Homme","employe","employe","aucun","Tres dificile",0,53,53
"Aucun","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",0,0,26
"Aucun","Dificile","Homme",NA,NA,"aucun","Plutot dificile",0,14,77
"BAC","Dificile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",1,0,0
"BAC","Dificile","Femme",NA,NA,"un","Tres dificile",3,8,8
"Aucun","Dificile","Femme","artis-commerc","NSP","un","Tres dificile",1,26,NA
"BAC","Dificile","Homme",NA,"employe","aucun","Plutot dificile",0,7,NA
"Aucun","Facile","Homme","prof_interm","prof_interm","un","Plutot facile",2,0,60
"BAC","Dificile","Femme","ing-cadre-prof_lib","NSP","plusieurs","Plutot facile",0,29,42
"CAP","Dificile","Homme",NA,"prof_interm","aucun","Tres dificile",4,3,3
"BAC","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",0,2,66
"CAP","Facile","Homme","ouvrir",NA,"aucun","Plutot facile",1,0,31
"BAC","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",3,2,33
"BAC","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",0,4,15
"Aucun","Dificile","Homme","ing-cadre-prof_lib","employe","un","Plutot facile",0,2,NA
"BAC","Facile","Homme","NSP","employe","un","Plutot dificile",0,2,NA
"Aucun","Facile","Femme","ouvrir","ouvrir","aucun","Tres dificile",1,0,15
"Aucun","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",0,0,NA
"BAC","Facile","Homme","ing-cadre-prof_lib","agric","aucun","Plutot facile",3,0,0
"Aucun","Facile","Femme","ouvrir",NA,"aucun","Plutot facile",2,0,43
"Aucun","Facile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",0,6,44
"BAC","Dificile","Homme","employe","employe","aucun","Tres dificile",4,4,NA
"BAC","Dificile","Homme","agric","agric","aucun","Plutot dificile",2,0,NA
"BAC","Dificile","Homme",NA,"employe","aucun","Tres dificile",1,26,85
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",1,2,64
"BAC","Dificile","Femme","artis-commerc","ouvrir","aucun","Plutot dificile",0,4,84
"CAP","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",4,3,62
"BAC","Facile","Homme","employe","employe","aucun","Plutot dificile",2,0,NA
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",2,2,18
"BAC+2","Facile","Femme","artis-commerc","NSP","un","Plutot facile",0,5,5
"BAC+2","Facile","Femme",NA,"ouvrir","aucun","Plutot facile",2,0,72
"BAC","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Tres facile",0,4,4
"BAC","Facile","Homme","prof_interm","employe","aucun","Plutot facile",0,5,17
"BAC","Dificile","Homme","prof_interm",NA,"aucun","Plutot dificile",0,36,NA
"BAC+2","Facile","Femme","ouvrir","prof_interm","aucun","Plutot facile",2,3,5
"Aucun","Dificile","Homme",NA,"ing-cadre-prof_lib","aucun","Plutot dificile",1,0,37
"Aucun","Dificile","Femme","employe","employe","aucun","Plutot dificile",0,24,24
"BAC","Dificile","Homme",NA,"NSP","aucun","Tres dificile",0,62,NA
"BAC+2","Facile","Homme","NSP","artis-commerc","aucun","Plutot facile",5,0,11
">=BAC+3","Dificile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",3,23,23
"BAC+2","Facile","Femme",NA,"employe","aucun","Plutot dificile",3,8,17
"BAC","Dificile","Femme","ing-cadre-prof_lib","employe","aucun","Tres dificile",0,75,75
"BAC+2","Dificile","Femme","artis-commerc","NSP","aucun","Plutot facile",0,49,62
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","plusieurs","Plutot dificile",4,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Plutot facile",3,2,2
">=BAC+3","Facile","Femme",NA,"employe","aucun","Plutot facile",4,3,3
"BAC+2","Facile","Femme","artis-commerc","artis-commerc","un","Plutot facile",3,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",3,0,4
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","plusieurs","Plutot facile",3,0,22
"BAC+2","Facile","Femme","prof_interm",NA,"aucun","Tres facile",NA,0,16
"BAC","Facile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot dificile",0,0,0
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",2,2,18
"BAC","Facile","Homme","ouvrir","ing-cadre-prof_lib","aucun","Plutot facile",0,0,NA
"BAC","Facile","Femme","employe","employe","aucun","Plutot facile",0,0,0
"BAC","Facile","Femme","artis-commerc","artis-commerc","aucun","Plutot dificile",6,0,0
"BAC","Facile","Femme","prof_interm","employe","aucun","Tres facile",0,0,17
"BAC+2","Facile","Homme","ing-cadre-prof_lib","artis-commerc","aucun","Plutot facile",2,0,0
"BAC","Facile","Homme",NA,NA,"aucun","Plutot dificile",0,2,2
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",6,0,0
"BAC+2","Facile","Homme","NSP","employe","aucun","Tres facile",6,2,2
"BAC+2","Facile","Femme",NA,"ouvrir","aucun","Plutot facile",NA,0,0
"BAC+2","Facile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",6,0,6
"BAC+2","Facile","Femme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot dificile",6,0,40
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ouvrir","aucun","Plutot facile",0,0,0
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Plutot dificile",6,4,4
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",6,0,0
"BAC+2","Facile","Femme","prof_interm","ing-cadre-prof_lib","aucun","Plutot facile",6,0,19
"BAC+2","Facile","Femme",NA,NA,"aucun","Plutot facile",6,0,0
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Plutot facile",1,0,24
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot facile",0,0,18
"BAC+2","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",6,0,44
"CAP","Facile","Femme","employe","employe","aucun","Plutot facile",5,8,54
"CAP","Facile","Femme","ouvrir","employe","aucun","Plutot facile",6,0,60
"BAC+2","Facile","Femme",NA,"ing-cadre-prof_lib","aucun","Plutot facile",2,0,0
"BAC+2","Facile","Femme","ouvrir","NSP","un","Tres facile",5,0,0
"BAC+2","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",6,0,27
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",6,0,0
"BAC+2","Facile","Homme","employe","employe","aucun","Tres facile",6,0,0
"BAC+2","Facile","Femme","prof_interm","employe","aucun","Plutot facile",1,0,75
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",6,0,24
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",0,0,5
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot facile",6,0,32
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,0,33
"BAC+2","Facile","Femme","employe","employe","aucun","Tres facile",6,0,27
"BAC","Facile","Femme","NSP","ing-cadre-prof_lib","aucun","Plutot facile",6,0,18
"BAC","Facile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",0,3,3
"CAP","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",6,0,76
"BAC+2","Facile","Femme",NA,"employe","aucun","Plutot facile",6,3,NA
"BAC+2","Facile","Femme","agric","agric","aucun","Plutot dificile",6,0,34
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Tres facile",6,2,14
"BAC+2","Facile","Femme",NA,"employe","aucun","Plutot facile",6,0,4
"CAP","Facile","Femme",NA,NA,"aucun","Plutot facile",6,0,7
"BAC+2","Facile","Femme","employe","NSP","un","Plutot facile",0,0,34
"BAC","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",NA,0,31
"BAC+2","Facile","Femme","prof_interm","ouvrir","aucun","Plutot dificile",6,0,0
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",6,0,0
"BAC+2","Facile","Femme","artis-commerc","ing-cadre-prof_lib","un","Plutot facile",6,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",6,0,0
"BAC+2","Facile","Femme","prof_interm","ing-cadre-prof_lib","un","Plutot dificile",6,0,0
"BAC+2","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot facile",6,0,3
"BAC+2","Facile","Femme","agric","employe","aucun","Plutot dificile",6,0,42
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",6,0,17
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",6,4,28
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ouvrir","aucun","Plutot dificile",6,0,73
"BAC+2","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",6,0,54
"BAC+2","Facile","Femme","artis-commerc","artis-commerc","un","Plutot facile",6,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",6,0,0
"BAC","Facile","Femme","employe","employe","aucun","Plutot facile",5,1,9
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",1,1,41
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres dificile",6,10,10
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot facile",6,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",6,0,25
"BAC+2","Facile","Femme","employe","artis-commerc","un","Plutot facile",2,2,7
"BAC+2","Facile","Femme","employe","prof_interm","aucun","Plutot dificile",NA,0,40
"BAC+2","Facile","Homme","ouvrir",NA,"aucun","Plutot facile",3,0,5
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",2,6,6
"BAC+2","Facile","Femme",NA,"prof_interm","aucun","Plutot facile",5,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",3,3,30
"BAC+2","Facile","Femme","employe","ing-cadre-prof_lib","aucun","Plutot dificile",2,9,21
"BAC+2","Facile","Femme","prof_interm","employe","aucun","Plutot facile",3,2,42
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",6,0,84
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",0,0,5
"BAC","Facile","Femme","artis-commerc","employe","aucun","Tres dificile",2,2,82
"BAC","Facile","Homme","prof_interm","prof_interm","aucun","Plutot facile",2,2,NA
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",4,0,50
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",3,0,32
"BAC","Facile","Femme","artis-commerc",NA,"aucun","Plutot dificile",2,3,27
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",4,0,28
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",5,2,16
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",5,2,59
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",6,3,42
"BAC+2","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",4,0,25
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",2,4,4
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",6,0,18
"Aucun","Facile","Femme","NSP","employe","aucun","Plutot facile",2,12,12
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",4,0,8
"BAC","Dificile","Femme","artis-commerc","ouvrir","aucun","Plutot facile",NA,0,NA
"BAC+2","Facile","Femme","ing-cadre-prof_lib","prof_interm","aucun","Plutot facile",3,0,84
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",5,0,0
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",2,9,52
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",4,0,21
"BAC+2","Facile","Femme","prof_interm","ouvrir","aucun","Plutot dificile",2,0,9
"BAC+2","Facile","Femme","artis-commerc","employe","aucun","Plutot dificile",3,0,54
"BAC+2","Facile","Femme","employe","prof_interm","aucun","Plutot facile",0,2,9
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot facile",2,1,23
"BAC+2","Facile","Femme","prof_interm","employe","aucun","Plutot facile",4,0,0
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",5,0,59
"BAC+2","Facile","Femme","ing-cadre-prof_lib","prof_interm","un","Plutot facile",6,3,15
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",0,0,9
"BAC+2","Facile","Femme",NA,"employe","aucun","Plutot dificile",4,2,20
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","prof_interm","un","Tres facile",0,0,70
"BAC+2","Dificile","Homme","ing-cadre-prof_lib","artis-commerc","aucun","Plutot dificile",3,NA,NA
"BAC","Dificile","Femme","agric","artis-commerc","aucun","Plutot facile",1,0,0
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Tres dificile",5,0,19
"BAC+2","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot facile",NA,0,30
"BAC+2","Facile","Homme","prof_interm","employe","aucun","Plutot facile",6,0,6
"BAC+2","Facile","Homme","artis-commerc","ing-cadre-prof_lib","un","Tres facile",0,2,2
"BAC","Dificile","Femme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot dificile",1,2,1
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",3,0,0
"BAC+2","Dificile","Homme","agric","agric","aucun","Plutot dificile",2,0,37
"BAC+2","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,0
"BAC","Dificile","Homme","NSP","employe","aucun","Plutot dificile",0,12,NA
">=BAC+3","Dificile","Femme","ing-cadre-prof_lib","prof_interm","aucun","Tres dificile",2,7,NA
"BAC","Facile","Femme",NA,NA,"aucun","Tres dificile",0,10,85
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres dificile",5,4,35
"BAC+2","Facile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",2,3,26
">=BAC+3","Facile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Tres dificile",0,0,0
"BAC+2","Facile","Femme",NA,"employe","aucun","Plutot facile",0,2,2
">=BAC+3","Facile","Homme","employe","ing-cadre-prof_lib","aucun","Plutot facile",2,2,2
">=BAC+3","Facile","Femme",NA,"employe","aucun","Tres dificile",4,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",1,0,0
">=BAC+3","Dificile","Homme","artis-commerc","employe","aucun","Plutot dificile",2,64,64
"BAC","Dificile","Homme","artis-commerc","employe","aucun","Plutot facile",0,51,58
"BAC","Dificile","Femme",NA,"employe","aucun","Plutot facile",0,76,NA
"BAC","Dificile","Femme","artis-commerc","artis-commerc","aucun","Plutot facile",0,68,NA
"BAC","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",0,51,NA
"BAC","Facile","Homme","NSP","NSP","aucun","Tres dificile",0,0,27
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",2,11,50
"BAC+2","Facile","Femme","prof_interm","prof_interm","aucun","Plutot facile",2,2,26
"BAC","Dificile","Homme",NA,"employe","aucun","Plutot dificile",0,3,NA
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","artis-commerc","aucun","Plutot facile",4,16,16
">=BAC+3","Facile","Femme",NA,"ing-cadre-prof_lib","aucun","Plutot dificile",0,0,85
"BAC","Dificile","Femme",NA,"employe","aucun","Tres dificile",0,0,0
">=BAC+3","Facile","Femme",NA,NA,"aucun","Plutot facile",3,0,6
">=BAC+3","Facile","Homme",NA,"employe","aucun","Plutot facile",1,5,14
"BAC","Dificile","Homme","ouvrir","agric","aucun","Tres dificile",0,2,NA
"BAC","Dificile","Femme",NA,NA,"aucun","Plutot dificile",1,42,NA
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",1,0,0
"BAC","Dificile","Homme","NSP","ing-cadre-prof_lib","aucun","Tres dificile",0,11,NA
"BAC","Dificile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",0,31,31
"BAC+2","Facile","Homme",NA,NA,"aucun","Plutot dificile",1,5,5
"BAC+2","Facile","Homme","employe","employe","aucun","Tres facile",0,0,0
"BAC","Dificile","Femme",NA,"agric","aucun","Tres dificile",0,0,NA
"BAC","Dificile","Femme",NA,NA,"aucun","Plutot dificile",0,NA,NA
"BAC+2","Facile","Femme","ouvrir",NA,"aucun","Plutot facile",0,5,NA
"BAC+2","Dificile","Homme","employe","employe","aucun","Plutot dificile",2,14,NA
">=BAC+3","Facile","Femme","employe","employe","aucun","Plutot facile",2,5,16
"BAC+2","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",0,0,0
">=BAC+3","Facile","Homme","employe","employe","aucun","Plutot facile",5,0,0
">=BAC+3","Facile","Femme","employe","employe","aucun","Plutot facile",1,0,0
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",1,2,NA
"BAC+2","Dificile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",1,12,14
"BAC+2","Facile","Homme","ouvrir","NSP","aucun","Plutot dificile",4,0,6
"BAC+2","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",4,0,23
">=BAC+3","Facile","Femme","employe",NA,"plusieurs","Plutot facile",0,4,51
"BAC+2","Facile","Homme","ing-cadre-prof_lib",NA,"aucun","Plutot dificile",1,13,NA
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",2,2,8
">=BAC+3","Dificile","Homme","ouvrir","ing-cadre-prof_lib","aucun","Tres dificile",0,24,24
">=BAC+3","Facile","Femme","ing-cadre-prof_lib",NA,"un","Tres dificile",1,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","plusieurs","Plutot facile",6,3,NA
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres facile",4,0,42
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Tres facile",2,2,10
">=BAC+3","Facile","Homme","ouvrir","employe","aucun","Plutot facile",2,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib",NA,"plusieurs","Plutot facile",3,6,86
">=BAC+3","Dificile","Femme","ing-cadre-prof_lib","artis-commerc","aucun","Plutot dificile",2,10,73
"BAC","Facile","Homme","prof_interm","employe","aucun","Plutot dificile",0,12,12
"BAC","Dificile","Femme","employe",NA,"aucun","Plutot facile",0,49,NA
"BAC","Dificile","Homme","artis-commerc","employe","aucun","Plutot dificile",1,16,NA
"BAC+2","Facile","Femme","ing-cadre-prof_lib","agric","un","Plutot facile",4,0,18
"BAC+2","Dificile","Femme","ouvrir","NSP","aucun","Plutot dificile",0,8,NA
">=BAC+3","Facile","Femme","employe",NA,"aucun","Plutot facile",0,1,1
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",3,2,2
">=BAC+3","Facile","Femme","employe","employe","aucun","Plutot facile",0,2,2
">=BAC+3","Facile","Femme",NA,"NSP","aucun","Plutot dificile",0,0,0
"BAC","Dificile","Femme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot dificile",0,0,NA
">=BAC+3","Dificile","Femme","employe","employe","aucun","Plutot facile",0,24,24
">=BAC+3","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",0,2,26
">=BAC+3","Facile","Homme","artis-commerc","employe","aucun","Plutot dificile",1,7,7
">=BAC+3","Facile","Homme","ouvrir","employe","aucun","Plutot dificile",1,3,47
">=BAC+3","Facile","Femme","employe","employe","aucun","Plutot facile",3,0,11
">=BAC+3","Facile","Femme","employe","ing-cadre-prof_lib","aucun","Plutot dificile",0,6,6
">=BAC+3","Facile","Femme",NA,"employe","plusieurs","Plutot facile",0,0,8
"BAC","Facile","Homme",NA,"employe","aucun","Plutot facile",0,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot dificile",1,3,50
">=BAC+3","Facile","Homme",NA,"ing-cadre-prof_lib","aucun","Plutot facile",3,9,9
">=BAC+3","Dificile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres facile",4,23,23
"BAC+2","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",0,0,42
">=BAC+3","Dificile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres dificile",4,6,77
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot facile",1,0,NA
">=BAC+3","Dificile","Homme","ing-cadre-prof_lib",NA,"aucun","Tres dificile",0,6,75
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","prof_interm","plusieurs","Plutot dificile",0,8,57
">=BAC+3","Facile","Homme",NA,"ing-cadre-prof_lib","aucun","Plutot dificile",0,4,17
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot facile",0,0,21
"BAC+2","Dificile","Femme",NA,"employe","aucun","Tres dificile",1,15,NA
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",4,0,NA
">=BAC+3","Facile","Homme","artis-commerc","employe","un","Plutot dificile",4,6,NA
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",6,0,2
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",1,4,11
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Tres facile",6,0,2
">=BAC+3","Dificile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",3,42,42
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",3,2,2
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",3,5,30
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",NA,0,30
"BAC","Facile","Homme","employe","prof_interm","aucun","Plutot facile",0,0,0
"BAC+2","Dificile","Homme","ouvrir","employe","aucun","Tres dificile",1,0,NA
